epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,7649.87,0.81688,0.65374,1.22178,0.94641,0.87598,0.94785,0.7429,0.86896,0.50093,1.19075,0.000844253,0.000844253,0.000844253
126,7718.68,0.78622,0.60583,1.20187,0.91224,0.86396,0.9475,0.76395,0.80941,0.47563,1.16687,0.000839537,0.000839537,0.000839537
127,7797.05,0.78866,0.63064,1.2067,0.93723,0.8593,0.93736,0.73516,0.90794,0.50862,1.22804,0.000834822,0.000834822,0.000834822
128,7856.18,0.76476,0.61787,1.20243,0.91226,0.90467,0.95425,0.74817,0.85684,0.48922,1.19373,0.000830106,0.000830106,0.000830106
129,7916.41,0.78245,0.59932,1.19815,0.90602,0.91417,0.95494,0.76591,0.79509,0.48078,1.15765,0.00082539,0.00082539,0.00082539
130,7963.33,0.757,0.60536,1.18746,0.94913,0.85959,0.95542,0.76881,0.7928,0.4854,1.14808,0.000820675,0.000820675,0.000820675
131,8030.5,0.78348,0.63281,1.20722,0.92355,0.90401,0.95572,0.76871,0.80538,0.47898,1.15976,0.000815959,0.000815959,0.000815959
132,8090.63,0.75866,0.58947,1.18083,0.95551,0.85923,0.94251,0.75944,0.814,0.48637,1.15972,0.000811243,0.000811243,0.000811243
133,8137.02,0.76152,0.58839,1.19243,0.87474,0.89932,0.9485,0.77083,0.81006,0.48675,1.15984,0.000806528,0.000806528,0.000806528
134,8189.89,0.75543,0.6056,1.18147,0.96792,0.83834,0.94522,0.7622,0.82536,0.51488,1.16946,0.000801812,0.000801812,0.000801812
135,8250.07,0.76604,0.63032,1.20745,0.87852,0.85966,0.93072,0.7515,0.8117,0.54567,1.17821,0.000797096,0.000797096,0.000797096
136,8311.69,0.75392,0.58353,1.1773,0.92519,0.88925,0.94995,0.77078,0.79092,0.45213,1.16072,0.00079238,0.00079238,0.00079238
137,8380.73,0.74972,0.58903,1.17407,0.94497,0.88872,0.95754,0.75818,0.86914,0.47791,1.19572,0.000787665,0.000787665,0.000787665
