epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,1648.05,0.56157,0.50681,1.0054,0.90957,0.87382,0.94251,0.88382,0.42182,0.45233,0.95152,0.000966861,0.000966861,0.000966861
100,1663.05,0.55083,0.5087,0.99416,0.90426,0.89013,0.93895,0.87341,0.44441,0.45136,0.95763,0.000962146,0.000962146,0.000962146
101,1678.21,0.54533,0.49976,1.00362,0.90695,0.89458,0.94525,0.87449,0.43189,0.43233,0.95433,0.00095743,0.00095743,0.00095743
102,1693.98,0.56208,0.51143,1.00011,0.92876,0.90755,0.93902,0.86726,0.42738,0.41827,0.95664,0.000952714,0.000952714,0.000952714
103,1709.45,0.55569,0.48758,1.00485,0.9533,0.89351,0.95705,0.88333,0.43852,0.37807,0.95401,0.000947999,0.000947999,0.000947999
104,1725.57,0.56637,0.50401,1.00966,0.94472,0.91361,0.95404,0.8822,0.44575,0.38931,0.95575,0.000943283,0.000943283,0.000943283
105,1741.69,0.56342,0.51787,1.01228,0.9234,0.91084,0.95326,0.88019,0.44891,0.4138,0.94777,0.000938567,0.000938567,0.000938567
106,1757.38,0.53708,0.46269,0.99077,0.92098,0.90141,0.95617,0.88416,0.44964,0.42007,0.95438,0.000933851,0.000933851,0.000933851
107,1773.33,0.55171,0.5015,0.99877,0.89695,0.93478,0.95697,0.88534,0.44401,0.38734,0.95292,0.000929136,0.000929136,0.000929136
108,1788.76,0.55075,0.52298,1.00213,0.88492,0.9357,0.94979,0.88668,0.43155,0.40989,0.94679,0.00092442,0.00092442,0.00092442
109,1804.55,0.53146,0.47648,0.98356,0.92906,0.87725,0.9422,0.87452,0.41769,0.43061,0.94366,0.000919704,0.000919704,0.000919704
